uniqueID,drugName,condition,review,rating,date,usefulCount,sentiment
,Dr Ortho Ayurvedic Pain Relief Oil,Pain relief,Product is very nice and it help a lot to my mother muscle pain,10.0,2024-01-31 00:00:00,29,Positive
,Dr Ortho Ayurvedic Pain Relief Oil,Pain relief,Go with zandu oil it will give good results.. this oil not good comparatively zandu oil,4.0,2024-03-07 00:00:00,30,Negative
,Zandu Himani Fast Relief,Pain relief,A good pain reliever,10.0,2024-02-06 00:00:00,21,Positive
,Zandu Himani Fast Relief,Pain relief,Best in Pain reliever. It’s herbal so it may not have side effects.,10.0,2021-10-20 00:00:00,20,Positive
,Zandu Himani Fast Relief,Pain relief,"so so ok, not too effective",6.0,2016-08-31 00:00:00,25,Negative
,Disprin Tablets,"Headache,Hypertension",Very good product.Packaging good,10.0,2023-03-30 00:00:00,34,Positive
,Disprin Tablets,"Headache,Hypertension",I use this medicine headache,10.0,2021-10-01 00:00:00,56,Positive
,Disprin Tablets,"Headache,Hypertension",As I haven't used much till now I won't see much difference. I will get back after one month. May be I need to use frequently.,7.0,2023-02-06 00:00:00,45,Positive
,Amrutanjan Headache Roll-On,"Headache,Hypertension",Good head ache reliever,10.0,2022-03-04 00:00:00,65,Positive
,Amrutanjan Headache Roll-On,"Headache,Hypertension",Relieves headache soon,10.0,2022-03-11 00:00:00,23,Positive
,Amrutanjan Headache Roll-On,"Headache,Hypertension",Good quality product,10.0,2022-12-11 00:00:00,37,Positive
,Saridon Advance Tablet,"Headache,Hypertension",Increases body heat,6.0,2022-02-21 00:00:00,35,Neutral
,Saridon Advance Tablet,"Headache,Hypertension",Pretty good for my headache,8.0,2022-07-31 00:00:00,39,Positive
,Saridon Advance Tablet,"Headache,Hypertension",The best headache medicine ever,10.0,2022-08-22 00:00:00,26,Positive
,Iodex Balm for Headache,"Headache,Hypertension",Value for money must have old is gold,10.0,2023-11-23 00:00:00,45,Positive
,Iodex Balm for Headache,"Headache,Hypertension",Excellent product,10.0,2022-07-29 00:00:00,24,Positive
,Iodex Balm for Headache,"Headache,Hypertension",very nice balm,9.0,2021-07-14 00:00:00,21,Positive
,Anacin Tablet,"Headache,Hypertension",Works efficiently,10.0,2022-07-15 00:00:00,22,Positive
,Anacin Tablet,"Headache,Hypertension",Good quality product,9.0,2022-03-16 00:00:00,25,Positive
,Anacin Tablet,"Headache,Hypertension",Value for money clears headche in minutes.,10.0,2022-09-17 00:00:00,46,Positive
,The Old Natural Papaya Leaf Extract Tablets for Dengue,Dengue,It has helped me a lot for my health.It is worked very well and I am happy to use it,10.0, 5 April 2023,37,Positive
,The Old Natural Papaya Leaf Extract Tablets for Dengue,Dengue,This product is good and helped to overcome the denque quickly and restores the energy,10.0,2024-02-02 00:00:00,38,Positive
,The Old Natural Papaya Leaf Extract Tablets for Dengue,Dengue,The quality of the product is good due to its ingredients,10.0,2023-06-17 00:00:00,20,Positive
,Pure Nutrition Naturals Papaya Leaf and Fruit Extract Supplement,Dengue,Effective in increasing platlets for dengue fever,10.0,2023-09-06 00:00:00,19,Positive
,Pure Nutrition Naturals Papaya Leaf and Fruit Extract Supplement,Dengue,No use of using this instead of increasing platlets decrease,4.0,2023-08-09 00:00:00,24,Negative
,Pure Nutrition Naturals Papaya Leaf and Fruit Extract Supplement,Dengue,Should be taken regularly Highly recommended for all kinds of fever as self medication,10.0,2022-07-21 00:00:00,45,Positive
,Himalaya Healthcare Platenza Tablet,Dengue,Very useful to increase low Platelets due to dengue,10.0,2021-10-25 00:00:00,32,Positive
,Himalaya Healthcare Platenza Tablet,Dengue,"Good product, it helped me to recollect & recover my platelets",10.0,2022-08-04 00:00:00,53,Positive
,Himalaya Healthcare Platenza Tablet,Dengue,Not so effective to increase platelets count,6.0,2022-12-10 00:00:00,35,Negative
,Dabur Platiforte Tablets,Dengue,Best dengue medicine,10.0,2022-11-11 00:00:00,64,Positive
,Dabur Platiforte Tablets,Dengue,Not so effective in increase platelets count,4.0,2022-04-12 00:00:00,23,Negative
,Dabur Platiforte Tablets,Dengue,Helps increase platelets.,8.0,2022-10-13 00:00:00,36,Positive
,vitastal PLATELET BOOSTER SYRUP,Dengue,Best product for dengue,8.0,2022-09-14 00:00:00,24,Positive
,vitastal PLATELET BOOSTER SYRUP,Dengue,Doesn’t work that great,4.0,2022-03-15 00:00:00,43,Negative
,vitastal PLATELET BOOSTER SYRUP,Dengue,Don’t buy this product,5.0,2022-08-16 00:00:00,32,Negative
,Himalaya Rumalaya Forte Tablets ,Arthritis,"IT IS A PRESCRIBED MEDICINE BY DOCTOR AND USED BY MY MOM, IT IS TOO EARLY TO COMMENT UPON.",6.0,2021-08-27 00:00:00,34,Neutral
,Himalaya Rumalaya Forte Tablets ,Arthritis,In the hope of cure we take it. God knows what will happen.,6.0,2021-12-25 00:00:00,34,Neutral
,Himalaya Rumalaya Forte Tablets ,Arthritis,Very good product,9.0,2021-12-30 00:00:00,24,Positive
,Himalaya Rumalaya Liniment,Arthritis,Good for pain relief,10.0,2021-08-05 00:00:00,56,Positive
,Himalaya Rumalaya Liniment,Arthritis,may contain mineral oil!,6.0,2021-08-11 00:00:00,34,Neutral
,Himalaya Rumalaya Liniment,Arthritis,Good relief from pain.,9.0,2021-11-23 00:00:00,12,Positive
,Amrith Noni Artho Plus,Arthritis,I am ordering second bottle of noni juice,10.0,2022-08-07 00:00:00,34,Positive
,Amrith Noni Artho Plus,Arthritis,The first try is very good,10.0,2022-08-25 00:00:00,46,Positive
,Amrith Noni Artho Plus,Arthritis,Started now will post on effectiveness after a 3 weeks,8.0,2022-09-26 00:00:00,67,Neutral
,Tata 1mg Glucosamine HCL Tablet for Joint Health,Arthritis,"I have just started using it, at present I have no comments",7.0,2022-02-22 00:00:00,34,Neutral
,Tata 1mg Glucosamine HCL Tablet for Joint Health,Arthritis,"Even after consuming 4 bottles till date I am not feeling the desired relief from pain , discomfort of knee joints",4.0,2021-10-16 00:00:00,56,Negative
,Tata 1mg Glucosamine HCL Tablet for Joint Health,Arthritis,To early to comment on its benefits,7.0,2021-11-27 00:00:00,37,Negative
,Ayuugain Ortho Oil,Arthritis,Not very effective,6.0,2024-02-29 00:00:00,34,Negative
,Ayuugain Ortho Oil,Arthritis,I bought this for my mom it helps her muscle aches and joint pain,10.0, 21 Oct-2023,39,Positive
,Ayuugain Ortho Oil,Arthritis,This oil is really effective. Fully Satisfied,10.0,2023-10-27 00:00:00,26,Positive
,Himalaya Diarex Tablet,"Constipation,Diarrhea,Food poisoning",Causes constipation and heartburn,6.0,2021-12-11 00:00:00,27,Negative
,Himalaya Diarex Tablet,"Constipation,Diarrhea,Food poisoning",Works well for dysentery,10.0,2022-06-13 00:00:00,39,Positive
,Himalaya Diarex Tablet,"Constipation,Diarrhea,Food poisoning",Great for travel or non specific diarrhoea or disturbed stomach,10.0,2023-08-10 00:00:00,26,Positive
,Dr. Vaidya's Constipation Relief Tablets,"Constipation,Diarrhea,Food poisoning",I hv accute constipation since long.it didn work for me.,5.0,2023-12-14 00:00:00,48,Negative
,Dr. Vaidya's Constipation Relief Tablets,"Constipation,Diarrhea,Food poisoning","It is difficult to comment on this product , as may be useful dor somebody else. Where as for my body it does not work",6.0,2023-11-15 00:00:00,36,Negative
,Dr. Vaidya's Constipation Relief Tablets,"Constipation,Diarrhea,Food poisoning",Works okay,7.0,2022-07-29 00:00:00,46,Neutral
,Gynoveda Constipation Fast Relief Medicine,"Constipation,Diarrhea,Food poisoning","All you need to know is that it works and works well, without messing up your basic blood work and renal profile.",10.0,2022-11-20 00:00:00,35,Positive
,Gynoveda Constipation Fast Relief Medicine,"Constipation,Diarrhea,Food poisoning",Did not work out as promoted .The product did not help much,5.0,2023-04-08 00:00:00,76,Negative
,Gynoveda Constipation Fast Relief Medicine,"Constipation,Diarrhea,Food poisoning",Good quality and very effective.,10.0,2023-07-24 00:00:00,24,Positive
,Kerala Ayurveda Triphala Tablet,"Constipation,Diarrhea,Food poisoning",It is easy on the stomach and comfortable for morning,10.0,2023-07-13 00:00:00,36,Positive
,Kerala Ayurveda Triphala Tablet,"Constipation,Diarrhea,Food poisoning",It really works honestly. I'm so happy with the product always depended on english medicine,10.0,2023-10-11 00:00:00,3,Positive
,Kerala Ayurveda Triphala Tablet,"Constipation,Diarrhea,Food poisoning",Seller should investigate the possibility of packing them in softer pouches!,7.0,2021-11-10 00:00:00,45,Neutral
,Aayucure Wylex Constipation Medicine,"Constipation,Diarrhea,Food poisoning",Effective genuine product,10.0,2019-06-29 00:00:00,34,Positive
,Aayucure Wylex Constipation Medicine,"Constipation,Diarrhea,Food poisoning",Good product,9.0,2019-06-29 00:00:00,24,Positive
,Aayucure Wylex Constipation Medicine,"Constipation,Diarrhea,Food poisoning",Not working so well,4.0,2019-08-30 00:00:00,23,Negative
,Crocin 650 Tablet,Fever,Very effective in body pain and mild fever,10.0,2021-07-01 00:00:00,45,Positive
,Crocin 650 Tablet,Fever,Its good for fever or headache,10.0,2021-08-05 00:00:00,34,Positive
,Crocin 650 Tablet,Fever,Takes toooooo long to measure temperature,4.0,2021-08-29 00:00:00,56,Negative
,Dolo-650,Fever,Good for fever,10.0,2021-01-30 00:00:00,24,Positive
,Dolo-650,Fever,Works immediately,9.0,2021-05-31 00:00:00,56,Positive
,Dolo-650,Fever,Relieves fever soon,8.5,2021-04-01 00:00:00,34,Positive
,Paracip 500 Tablet,Fever,My fever was relieved immediately after taking the tablet,10.0,2021-05-02 00:00:00,56,Positive
,Paracip 500 Tablet,Fever,It is not working for me,6.0,2021-03-06 00:00:00,27,Negative
,Paracip 500 Tablet,Fever,Worst tablet,3.0,2021-04-21 00:00:00,37,Negative
,Advil,Fever,Very effective for fever,10.0,2022-04-05 00:00:00,37,Positive
,Advil,Fever,Good for fever,10.0,2021-06-06 00:00:00,38,Positive
,Advil,Fever,didn’t work,5.0,2021-04-07 00:00:00,28,Negative
,ZERODOL-P TABLET,Fever,Awesome…. Verryyyy effective,10.0,2021-01-08 00:00:00,38,Positive
,ZERODOL-P TABLET,Fever,My fever did not reduce hours after taking the medicine,3.0,2023-05-09 00:00:00,38,Negative
,ZERODOL-P TABLET,Fever,okayish product,6.0,2023-12-10 00:00:00,37,Negative
,Nicip Cold,"Cold,Sinusitis",Best in all aspects.,10.0,2021-02-11 00:00:00,34,Positive
,Nicip Cold,"Cold,Sinusitis",Relieves fever soon,10.0,2022-12-12 00:00:00,25,Positive
,Nicip Cold,"Cold,Sinusitis",Good quality product,10.0,2022-09-13 00:00:00,48,Positive
,Cheston Cold,"Cold,Sinusitis",Awesome…. Verryyyy effective,10.0,2021-09-14 00:00:00,46,Positive
,Cheston Cold,"Cold,Sinusitis",Very effective for cold,9.0,2023-03-15 00:00:00,24,Positive
,Cheston Cold,"Cold,Sinusitis",Doesn’t work that great,4.0,2020-06-16 00:00:00,37,Negative
,Cetzine Cold,"Cold,Sinusitis",Very very helpful for cold,9.0,2021-10-17 00:00:00,28,Positive
,Cetzine Cold,"Cold,Sinusitis",My cold did not reduce hours after taking the medicine,3.0,2020-11-18 00:00:00,38,Negative
,Cetzine Cold,"Cold,Sinusitis",My fever was relieved immediately after taking the tablet,10.0,2023-12-19 00:00:00,39,Positive
,Himalayan Organics Organic Tulsi Tablets,"Cold,Sinusitis",The first try is very good,10.0,2023-08-20 00:00:00,39,Positive
,Himalayan Organics Organic Tulsi Tablets,"Cold,Sinusitis",Worked for me well enough,8.5,2024-02-21 00:00:00,35,Positive
,Himalayan Organics Organic Tulsi Tablets,"Cold,Sinusitis",Nice product. Effective,9.5,2023-05-22 00:00:00,37,Positive
,Solvin Cold,"Cold,Sinusitis",Not very effective,6.0,2022-02-23 00:00:00,37,Negative
,Solvin Cold,"Cold,Sinusitis",The medicine is okayish,7.0,2022-03-24 00:00:00,32,Neutral
,Solvin Cold,"Cold,Sinusitis",Works good,9.0,2024-03-25 00:00:00,23,Positive
,Zandu Ayurvedic Cough Syrup,Cough,good products and useful products for health,10.0,2021-12-03 00:00:00,24,Positive
,Zandu Ayurvedic Cough Syrup,Cough,not useful in cough,4.0,2022-02-19 00:00:00,34,Negative
,Zandu Ayurvedic Cough Syrup,Cough,Very effective for cough,8.0,2022-07-04 00:00:00,56,Positive
,Tata 1mg Tejasya Cough Syrup,Cough,Good product value of money,10.0,2022-12-05 00:00:00,34,Positive
,Tata 1mg Tejasya Cough Syrup,Cough,Very effective and good in taste,10.0,2023-01-06 00:00:00,64,Positive
,Tata 1mg Tejasya Cough Syrup,Cough,its test is good Review on results will be provided later,8.0,2023-01-17 00:00:00,28,Positive
,Dabur Broncorid Syrup,Cough,Somehow didn suit me or my family caused further irritation in throat,8.0,2021-12-24 00:00:00,32,Negative
,Dabur Broncorid Syrup,Cough,The effectiveness could be improved,6.0,2022-08-05 00:00:00,27,Neutral
,Dabur Broncorid Syrup,Cough,Medicine effectiveness is very less Not worth to Buy,4.0,2022-08-23 00:00:00,26,Negative
,Dabur Honitus Honey-Based Cough Syrup,Cough,Good for every age,8.0,2021-07-01 00:00:00,46,Positive
,Dabur Honitus Honey-Based Cough Syrup,Cough,Effective in relieving cough,10.0,2022-05-01 00:00:00,45,Positive
,Dabur Honitus Honey-Based Cough Syrup,Cough,its sugar less and effective ayurvedic medicine,10.0,2022-05-05 00:00:00,24,Positive
,Solvin Cough Tablet,Cough,Very effective tablet,10.0,2023-03-06 00:00:00,23,Positive
,Solvin Cough Tablet,Cough,less effective,6.0,2020-02-07 00:00:00,24,Negative
,Solvin Cough Tablet,Cough,didn’t work for me,3.0,2022-05-08 00:00:00,25,Negative
,Colgate Pain Out Dental Gel,Tooth pain,Just after it is applied on the bleeding/swelling gum it stops bleeding and swelling is reduced within minutes,8.0,2021-05-09 00:00:00,27,Positive
,Colgate Pain Out Dental Gel,Tooth pain,Fast pain relief,10.0,2021-07-01 00:00:00,27,Positive
,Colgate Pain Out Dental Gel,Tooth pain,colgate Pain Out gave instant relief from tooth ache. Also helping in treating the infection,10.0,2021-09-02 00:00:00,28,Positive
,Sri Sri Tattva Sudanta Tooth Drop,Tooth pain,Excellent for minor tooth aches and general oral hygiene.... a must in my family!!!,10.0,2022-04-25 00:00:00,37,Positive
,Sri Sri Tattva Sudanta Tooth Drop,Tooth pain,Perfect for tooth pain Better than visiting dentist and fill their pockets Use alternative for pain killer drugs,10.0,2022-07-28 00:00:00,46,Positive
,Sri Sri Tattva Sudanta Tooth Drop,Tooth pain,Very good product.,10.0,2022-11-12 00:00:00,35,Positive
,Sensodyne Mouthwash Complete Protection,Tooth pain,It's become a daily routine to use this after my regular brushing. Highly recommend,10.0,2023-12-15 00:00:00,6,Positive
,Sensodyne Mouthwash Complete Protection,Tooth pain,Sweeter but not as refreshing as other brands.,6.0,2023-12-22 00:00:00,53,Neutral
,Sensodyne Mouthwash Complete Protection,Tooth pain,No effects...,2.0,2023-11-30 00:00:00,23,Negative
,Orichem Ayurvedic Medicine Darh Dard,Tooth pain,Good product,8.0,2022-12-01 00:00:00,35,Positive
,Orichem Ayurvedic Medicine Darh Dard,Tooth pain,No use.Dont buy,3.0,2023-09-02 00:00:00,35,Negative
,Orichem Ayurvedic Medicine Darh Dard,Tooth pain,I recommend using this medicine when you have tooth ache,9.0,2021-07-03 00:00:00,37,Positive
,Brufen 400 Tablet,Tooth pain,Very effective for tooth aches,10.0,2023-04-04 00:00:00,37,Positive
,Brufen 400 Tablet,Tooth pain,Consult doctor before using the product,6.0,2021-02-05 00:00:00,37,Neutral
,Brufen 400 Tablet,Tooth pain,Effectiveness could be improved ,6.0,2021-01-06 00:00:00,39,Neutral
,Dabur Jamun Neem Karela Juice For Healthy Glucose Levels,Diabetes,I like the taste,10.0,2022-03-04 00:00:00,37,Positive
,Dabur Jamun Neem Karela Juice For Healthy Glucose Levels,Diabetes,Good to health,10.0,2022-07-30 00:00:00,20,Positive
,Dabur Jamun Neem Karela Juice For Healthy Glucose Levels,Diabetes,Very good product,10.0,2022-08-11 00:00:00,23,Positive
,Kapiva Karela Jamun Juice,Diabetes,I used this product for two month but felt no effect.,6.0,2021-06-13 00:00:00,25,Negative
,Kapiva Karela Jamun Juice,Diabetes,we are looking for a good quality Seem Karela Jamun Juice. In this one Seem is not there,6.0,2021-07-12 00:00:00,21,Negative
,Kapiva Karela Jamun Juice,Diabetes,its good product to control blood sugar to some extent.This is not at all sour or bitter to taste.,10.0,2022-04-06 00:00:00,13,Positive
,Satvam Advanced Diabetic Care- Dietary Supplement,Diabetes,This product really worked.,10.0,2023-12-23 00:00:00,24,Positive
,Satvam Advanced Diabetic Care- Dietary Supplement,Diabetes,Product help to maintain my sugar balance.,10.0,2022-07-23 00:00:00,28,Positive
,Satvam Advanced Diabetic Care- Dietary Supplement,Diabetes,not sufficient for the balance of glucose,5.0,2022-06-24 00:00:00,12,Negative
,Himalaya Diabecon,Diabetes,It is very much effective.,10.0,2024-01-23 00:00:00,36,Positive
,Himalaya Diabecon,Diabetes,It really works,8.0,2023-01-22 00:00:00,36,Positive
,Himalaya Diabecon,Diabetes,It is said to have no side effects. No idea about long term use impact.,7.0,2023-05-28 00:00:00,43,Neutral
,Health Veda Organics Diabetic Care Supplements,Diabetes,good medicine for diabetes care. It's natural supplements medicine .,10.0,2024-01-31 00:00:00,22,Positive
,Health Veda Organics Diabetic Care Supplements,Diabetes,PRODUCT Is reasonably good I am using it for QUITE SOMETIMES,8.0,2024-02-17 00:00:00,21,Positive
,Health Veda Organics Diabetic Care Supplements,Diabetes,Tried the product just once. Couldn't assess whether or not it really works good for the diabetics.,4.0,2024-01-16 00:00:00,23,Negative
,Himalaya Hiora Regular MouthWash,"Mouthwash,Bad breath",Best mouthwash out there Feels different in mouth in first wash,10.0,2022-01-17 00:00:00,36,Positive
,Himalaya Hiora Regular MouthWash,"Mouthwash,Bad breath",Best mouthwash i have ever used,10.0,2022-07-29 00:00:00,36,Positive
,Himalaya Hiora Regular MouthWash,"Mouthwash,Bad breath",Good mouth wash,10.0,2022-11-09 00:00:00,36,Positive
,Colgate Vedshakti Mouth Protect Spray,"Mouthwash,Bad breath",not very effective and not as per expectation.,6.0,2021-08-25 00:00:00,26,Negative
,Colgate Vedshakti Mouth Protect Spray,"Mouthwash,Bad breath",Average work for mouth fresh,6.0,2022-09-21 00:00:00,38,Neutral
,Colgate Vedshakti Mouth Protect Spray,"Mouthwash,Bad breath",Very good product,10.0,2022-10-03 00:00:00,35,Positive
,Spraymintt Spraymint Mouth Freshener,"Mouthwash,Bad breath",I really recommend this product,10.0,2021-08-08 00:00:00,37,Positive
,Spraymintt Spraymint Mouth Freshener,"Mouthwash,Bad breath",Good mouth freshner,9.0,2023-03-17 00:00:00,39,Positive
,Spraymintt Spraymint Mouth Freshener,"Mouthwash,Bad breath",Not worth for money,4.0,2023-11-04 00:00:00,26,Negative
,Colgate Plax Peppermint Fresh Mouthwash,"Mouthwash,Bad breath","I bought it on sale, so value for money ",8.0,2023-10-07 00:00:00,36,Positive
,Colgate Plax Peppermint Fresh Mouthwash,"Mouthwash,Bad breath",great for daily use,10.0,2023-10-10 00:00:00,20,Positive
,Colgate Plax Peppermint Fresh Mouthwash,"Mouthwash,Bad breath",It wont improve your horrible garlic & onion breath but it will reduce the stench drastically,10.0,2023-08-12 00:00:00,36,Positive
,FRESH MELTZ Oral Hygiene Mouth Freshener,"Mouthwash,Bad breath",Compact and effective,8.0,2023-11-25 00:00:00,47,Positive
,FRESH MELTZ Oral Hygiene Mouth Freshener,"Mouthwash,Bad breath",This is a good solution for a quick sugar free mouth freshener that is easy to carry and not too expensive.,9.0,2023-09-26 00:00:00,53,Positive
,FRESH MELTZ Oral Hygiene Mouth Freshener,"Mouthwash,Bad breath","Its worth spending the amount , excellent result however not long lasting",10.0,2023-07-26 00:00:00,25,Positive
,Daybreak Hyaluronic for Dry Mouth ,Dry mouth,It's not only effective but also easy to use. I've noticed a significant improvement in the health and appearance since incorporating it into my routine.,10.0,2024-01-17 00:00:00,46,Positive
,Daybreak Hyaluronic for Dry Mouth ,Dry mouth,I have been using this as a substitute to my mouthwash and have been pretty happy using it so far.,10.0,2024-02-07 00:00:00,32,Positive
,Daybreak Hyaluronic for Dry Mouth ,Dry mouth,This was a new kind of oral care product that I tried out.,7.0,2023-11-11 00:00:00,24,Neutral
,ICPA Wet Mouth: Saliva substitute for dry mouth,Dry mouth,Wet Mouth helps me keep my mouth wet throughout the night... I recommend it for xerostomia patients.,10.0,2023-05-09 00:00:00,24,Positive
,ICPA Wet Mouth: Saliva substitute for dry mouth,Dry mouth,Results was good,10.0,2022-11-04 00:00:00,36,Positive
,ICPA Wet Mouth: Saliva substitute for dry mouth,Dry mouth,Not useful for dry mouth,3.0,2020-10-29 00:00:00,35,Negative
,XyliDENT Xylitol Tablets for Dry Mouth Relief,Dry mouth,"They work great for dry mouth, and the flavor is much better than other products we've tried. The price is better, too!",10.0,2024-02-26 00:00:00,57,Positive
,XyliDENT Xylitol Tablets for Dry Mouth Relief,Dry mouth,"The tablets help me a lot during the day, they have a light mint flavor. I'm going for the second purchase",9.5,2023-12-17 00:00:00,32,Positive
,XyliDENT Xylitol Tablets for Dry Mouth Relief,Dry mouth,works well and have a good taste .,9.0,2023-11-18 00:00:00,25,Positive
,ACT Dry Mouth Honey Lemon Lozenges,Dry mouth,I’m glad I stumbled on these while investigating remedies for dry mouth.,9.0, 7-Aug-2023,35,Positive
,ACT Dry Mouth Honey Lemon Lozenges,Dry mouth,Used to use Biotene Gel. This is better. Easy to use and does the job.,9.0,2023-04-21 00:00:00,46,Positive
,ACT Dry Mouth Honey Lemon Lozenges,Dry mouth,These lozenges are pretty tasty and help my dry mouth. ,8.0,2021-06-30 00:00:00,43,Positive
,Biotene Dry Mouth Fluoride Toothpaste,Dry mouth,Since this is an imported product. It cost a lot,4.0,2019-07-14 00:00:00,25,Negative
,Biotene Dry Mouth Fluoride Toothpaste,Dry mouth,Good toothpaste for people with dry mouth,10.0,2024-02-21 00:00:00,36,Positive
,Biotene Dry Mouth Fluoride Toothpaste,Dry mouth,"Good product, I'm on time.",10.0,2020-03-23 00:00:00,32,Positive
,Boroplus Antiseptic Cream,"Antiseptic,Burns",Genuine product as per described,10.0,2024-03-05 00:00:00,25,Positive
,Boroplus Antiseptic Cream,"Antiseptic,Burns",Works very well ,10.0,2024-01-10 00:00:00,36,Positive
,Boroplus Antiseptic Cream,"Antiseptic,Burns",Helps with many skin problem.,9.0,2024-01-17 00:00:00,36,Positive
,Himalaya Herbals Antiseptic Cream,"Antiseptic,Burns","Excellent for small cuts, bruises, mosquito bites etc",100.0,2024-01-06 00:00:00,32,Positive
,Himalaya Herbals Antiseptic Cream,"Antiseptic,Burns","It is really useful in daily life. It can heal rashes, itching, cuts quickly. Must have product.",9.0,2023-09-14 00:00:00,64,Positive
,Himalaya Herbals Antiseptic Cream,"Antiseptic,Burns",The cream is good for applying on rashes and cuts.,8.0,2016-07-27 00:00:00,24,Positive
,Boroline Antiseptic Ayurvedic Cream,"Antiseptic,Burns",Good product with good quality,10.0,2023-08-28 00:00:00,45,Positive
,Boroline Antiseptic Ayurvedic Cream,"Antiseptic,Burns",All purpose cream with great formula. Trusted from ages. Vfm always,10.0,2023-10-13 00:00:00,24,Positive
,Boroline Antiseptic Ayurvedic Cream,"Antiseptic,Burns",Delivery charges cost this product double of its original rate. And order cancellation option is not there,6.0,2023-03-06 00:00:00,29,Neutral
,Dettol Antiseptic Liquid,"Antiseptic,Burns",Good quality and reasonable price. Easy accessibility marketing.,10.0,2024-01-25 00:00:00,26,Positive
,Dettol Antiseptic Liquid,"Antiseptic,Burns",One of the best antiseptic,10.0,2024-02-13 00:00:00,25,Positive
,Dettol Antiseptic Liquid,"Antiseptic,Burns",Quality is satisfactory,10.0,2024-02-12 00:00:00,24,Positive
,BURNOL,"Antiseptic,Burns",the cream is very effective and price is satifactory,9.0,2021-02-13 00:00:00,21,Positive
,BURNOL,"Antiseptic,Burns",best affordabale product,9.5,2024-03-14 00:00:00,13,Positive
,BURNOL,"Antiseptic,Burns",Highly recommended for burns,9.0,2024-06-15 00:00:00,32,Positive
,Vicks ZzzQuil Natura,"Insomnia, sleeping problem",I've been using it for a while in times when I can't sleep. Its tastes good and had no side-effects. Would recommend,10.0,2024-02-06 00:00:00,12,Positive
,Vicks ZzzQuil Natura,"Insomnia, sleeping problem","I ordered it and have been using it for the past few days it surely works but only if you take it right before going to bed and not use any electronic devices such phone, pc after you took it",5.0,2023-10-22 00:00:00,45,Neutral
,Vicks ZzzQuil Natura,"Insomnia, sleeping problem",Very nice product,9.0,2024-01-27 00:00:00,54,Positive
,Himalaya Wellness Pure Herbs Tagara Sleep Wellness,"Insomnia, sleeping problem",Waste product.. Even taken 5 tablets all together.. ends with sleepless condition.,3.0,2023-11-15 00:00:00,23,Negative
,Himalaya Wellness Pure Herbs Tagara Sleep Wellness,"Insomnia, sleeping problem"," My sleep quality has definitely improved. Now, I sleep better ",10.0, 22-Sep-2023,26,Positive
,Himalaya Wellness Pure Herbs Tagara Sleep Wellness,"Insomnia, sleeping problem",It helps in restful sleep,9.0,2023-10-20 00:00:00,25,Positive
,PLIX - THE PLANT FIX Melatonin Tablet Deep Sleep,"Insomnia, sleeping problem",This tablet never works even I used 2 tablets at one time but there was results I received.plz don’t buy it this is waste of money,2.0,2023-11-16 00:00:00,38,Negative
,PLIX - THE PLANT FIX Melatonin Tablet Deep Sleep,"Insomnia, sleeping problem",I'd looking for something which would help me with my sleep cycle for a very long time.,10.0,2024-02-28 00:00:00,36,Positive
,PLIX - THE PLANT FIX Melatonin Tablet Deep Sleep,"Insomnia, sleeping problem",Just for few hours sleep...Not that much.... price also high ...,6.0, 6-Mar-2024,34,Neutral
,Carbamide Forte Melatonin Sleeping Aid Pills,"Insomnia, sleeping problem",Good for sleep,10.0, 9-Mar-2024,33,Positive
,Carbamide Forte Melatonin Sleeping Aid Pills,"Insomnia, sleeping problem","My sleep cycle was too bad, thn i took this product after dinner n within half and hour i was feeling so relaxed so stress free and mind was at peace.",10.0,2024-02-06 00:00:00,22,Positive
,Carbamide Forte Melatonin Sleeping Aid Pills,"Insomnia, sleeping problem",Not working bad,4.0,2024-01-09 00:00:00,21,Negative
,HealthSetGo Sleep Gummies ,"Insomnia, sleeping problem",Sleep Gummies has been really helpful in completing and maintaining a healthy sleep schedule.,10.0,2024-03-04 00:00:00,23,Positive
,HealthSetGo Sleep Gummies ,"Insomnia, sleeping problem",My problem of sleeping in late because I can't sleep most nights is gone! It helps your body relax so easier to fall asleep. No side effects,10.0,2024-01-11 00:00:00,24,Positive
,HealthSetGo Sleep Gummies ,"Insomnia, sleeping problem",These gummies work really well to put me straight to bed and wake up refreshed.,9.0, 4-Mar-2024,2,Positive
,Health Veda Organics Chelated Iron Folic Acid Supplement,"Anaemia, Iron deficiency",I am using this product from one month . It doesn't show any effect .,2.0, 31-Dec-2023,5,Negative
,Health Veda Organics Chelated Iron Folic Acid Supplement,"Anaemia, Iron deficiency",The capsules within may be good but the packaging is pathetic. ,6.0,2023-12-13 00:00:00,26,Neutral
,Health Veda Organics Chelated Iron Folic Acid Supplement,"Anaemia, Iron deficiency",This suppliment is very nice and is also good for the beginners as it has zinc and many other vitamins in it which helps to grow your muscles fast and effective,10.0,2024-01-31 00:00:00,22,Positive
,ZEROHARM Iron with Zinc & Folic Acid tablets ,"Anaemia, Iron deficiency","I had been struggling with slow wound healing after a recent injury. Since incorporating this supplement into my daily routine, my wounds have been healing faster",10.0,2024-02-29 00:00:00,12,Positive
,ZEROHARM Iron with Zinc & Folic Acid tablets ,"Anaemia, Iron deficiency",This supplement has significantly boosted my overall health in multiple ways.,10.0,2024-02-02 00:00:00,12,Positive
